2022-09-24 17:05:23.094 INFO  [11172] [processJSONFile@78] 628 microseconds to stringify to file.
2022-09-24 17:05:23.095 INFO  [11172] [processJSONFile@83] 218 microseconds to stringify to buffer.
2022-09-24 17:05:23.095 INFO  [11172] [processJSONFile@88] 163 microseconds to parse from buffer.
2022-09-24 17:05:23.095 INFO  [11172] [processJSONFile@91] [{"$id":"https://example.com/geographical-location.schema.json","$schema":"http://json-schema.org/draft-07/schema#","title":"Longitude and Latitude Values","description":"A geographical coordinate.","required":["latitude","longitude"],"type":"object","properties":{"latitude":{"type":"number","minimum":-90,"maximum":90},"longitude":{"type":"number","minimum":-180,"maximum":180}}}]
2022-09-24 17:05:23.095 INFO  [11172] [processJSONFile@93] --------------------FILE PROCESSED OK--------------------
2022-09-24 17:05:23.095 INFO  [11172] [processJSONFile@94] Finished C:\Projects\JSON_Lib\build\examples\Debug\files\testfile003.json.
2022-09-24 17:05:23.096 INFO  [11172] [processJSONFile@66] Processing C:\Projects\JSON_Lib\build\examples\Debug\files\testfile004.json
2022-09-24 17:05:23.097 INFO  [11172] [processJSONFile@73] 677 microseconds to parse from file.
2022-09-24 17:05:23.097 INFO  [11172] [processJSONFile@78] 476 microseconds to stringify to file.
2022-09-24 17:05:23.097 INFO  [11172] [processJSONFile@83] 58 microseconds to stringify to buffer.
2022-09-24 17:05:23.097 INFO  [11172] [processJSONFile@88] 34 microseconds to parse from buffer.
2022-09-24 17:05:23.097 INFO  [11172] [processJSONFile@91] [{"latitude":48.8581,"longitude":2.29469}]
2022-09-24 17:05:23.098 INFO  [11172] [processJSONFile@93] --------------------FILE PROCESSED OK--------------------
2022-09-24 17:05:23.098 INFO  [11172] [processJSONFile@94] Finished C:\Projects\JSON_Lib\build\examples\Debug\files\testfile004.json.
2022-09-24 17:05:23.098 INFO  [11172] [processJSONFile@66] Processing C:\Projects\JSON_Lib\build\examples\Debug\files\testfile005.json
2022-09-24 17:05:23.099 INFO  [11172] [processJSONFile@73] 1003 microseconds to parse from file.
2022-09-24 17:05:23.100 INFO  [11172] [processJSONFile@78] 486 microseconds to stringify to file.
2022-09-24 17:05:23.100 INFO  [11172] [processJSONFile@83] 64 microseconds to stringify to buffer.
2022-09-24 17:05:23.100 INFO  [11172] [processJSONFile@88] 91 microseconds to parse from buffer.
2022-09-24 17:05:23.100 INFO  [11172] [processJSONFile@91] [{"KEY\\\t/\"":"VALUE\\\t/\r\n\"","0":"\u0000","1":"\u0001","31":"\u001F"}]
2022-09-24 17:05:23.100 INFO  [11172] [processJSONFile@93] --------------------FILE PROCESSED OK--------------------
2022-09-24 17:05:23.101 INFO  [11172] [processJSONFile@94] Finished C:\Projects\JSON_Lib\build\examples\Debug\files\testfile005.json.
